,Task,Granularity,Complexity,Trial,Individual,Performance
4148,Easy-to-hard,5,12,4,Open,0.69679
4149,Easy-to-hard,5,12,4,Conservative ,0.4651959999999999
4150,Easy-to-hard,5,12,5,Open,0.9998000000000004
4151,Easy-to-hard,5,12,5,Conservative ,0.8593180000000004
4152,Easy-to-hard,5,12,6,Open,0.5158460000000002
4153,Easy-to-hard,5,12,6,Conservative ,0.3872620000000002
4154,Easy-to-hard,5,12,7,Open,0.8319019999999999
4155,Easy-to-hard,5,12,7,Conservative ,0.6080639999999998
4156,Easy-to-hard,5,12,8,Open,1.0
4157,Easy-to-hard,5,12,8,Conservative ,0.8945299999999999
4158,Easy-to-hard,5,12,9,Open,1.0
4159,Easy-to-hard,5,12,9,Conservative ,0.8553819999999999
4160,Easy-to-hard,5,13,0,Open,1.0
4161,Easy-to-hard,5,13,0,Conservative ,0.7376799999999999
4162,Easy-to-hard,5,13,1,Open,0.9998000000000004
4163,Easy-to-hard,5,13,1,Conservative ,0.7446099999999997
4164,Easy-to-hard,5,13,2,Open,1.0
4165,Easy-to-hard,5,13,2,Conservative ,0.7296879999999999
4166,Easy-to-hard,5,13,3,Open,0.6040239999999999
4167,Easy-to-hard,5,13,3,Conservative ,0.32497200000000015
4168,Easy-to-hard,5,13,4,Open,1.0
4169,Easy-to-hard,5,13,4,Conservative ,0.661516
4170,Easy-to-hard,5,13,5,Open,0.9998000000000004
4171,Easy-to-hard,5,13,5,Conservative ,0.6909299999999996
4172,Easy-to-hard,5,13,6,Open,1.0
4173,Easy-to-hard,5,13,6,Conservative ,0.6874899999999998
4174,Easy-to-hard,5,13,7,Open,0.9998000000000004
4175,Easy-to-hard,5,13,7,Conservative ,0.836232
4176,Easy-to-hard,5,13,8,Open,1.0
4177,Easy-to-hard,5,13,8,Conservative ,0.7435899999999998
4178,Easy-to-hard,5,13,9,Open,1.0
4179,Easy-to-hard,5,13,9,Conservative ,0.6700319999999997
4180,Easy-to-hard,5,14,0,Open,1.0
4181,Easy-to-hard,5,14,0,Conservative ,0.33472799999999997
4182,Easy-to-hard,5,14,1,Open,1.0
4183,Easy-to-hard,5,14,1,Conservative ,0.355892
4184,Easy-to-hard,5,14,2,Open,1.0
4185,Easy-to-hard,5,14,2,Conservative ,0.346408
4186,Easy-to-hard,5,14,3,Open,1.0
4187,Easy-to-hard,5,14,3,Conservative ,0.33129
4188,Easy-to-hard,5,14,4,Open,1.0
4189,Easy-to-hard,5,14,4,Conservative ,0.488444
4190,Easy-to-hard,5,14,5,Open,0.9998000000000004
4191,Easy-to-hard,5,14,5,Conservative ,0.32637599999999983
4192,Easy-to-hard,5,14,6,Open,0.9988000000000007
4193,Easy-to-hard,5,14,6,Conservative ,0.3114960000000003
4194,Easy-to-hard,5,14,7,Open,1.0
4195,Easy-to-hard,5,14,7,Conservative ,0.3673880000000001
4196,Easy-to-hard,5,14,8,Open,0.9998000000000004
4197,Easy-to-hard,5,14,8,Conservative ,0.3382840000000001
4198,Easy-to-hard,5,14,9,Open,0.695826
4199,Easy-to-hard,5,14,9,Conservative ,0.3307360000000001
4200,Easy-to-hard,6,1,0,Open,1.0
4201,Easy-to-hard,6,1,0,Conservative ,0.98
4202,Easy-to-hard,6,1,1,Open,1.0
4203,Easy-to-hard,6,1,1,Conservative ,0.9801839999999999
4204,Easy-to-hard,6,1,2,Open,1.0
4205,Easy-to-hard,6,1,2,Conservative ,0.980444
4206,Easy-to-hard,6,1,3,Open,1.0
4207,Easy-to-hard,6,1,3,Conservative ,0.986452
4208,Easy-to-hard,6,1,4,Open,1.0
4209,Easy-to-hard,6,1,4,Conservative ,0.9812439999999999
4210,Easy-to-hard,6,1,5,Open,1.0
4211,Easy-to-hard,6,1,5,Conservative ,0.987126
4212,Easy-to-hard,6,1,6,Open,1.0
4213,Easy-to-hard,6,1,6,Conservative ,0.998466
4214,Easy-to-hard,6,1,7,Open,1.0
4215,Easy-to-hard,6,1,7,Conservative ,0.98
4216,Easy-to-hard,6,1,8,Open,1.0
4217,Easy-to-hard,6,1,8,Conservative ,0.989812
4218,Easy-to-hard,6,1,9,Open,1.0
4219,Easy-to-hard,6,1,9,Conservative ,0.993146
4220,Easy-to-hard,6,2,0,Open,1.0
4221,Easy-to-hard,6,2,0,Conservative ,0.980398
4222,Easy-to-hard,6,2,1,Open,1.0
4223,Easy-to-hard,6,2,1,Conservative ,0.98008
4224,Easy-to-hard,6,2,2,Open,1.0
4225,Easy-to-hard,6,2,2,Conservative ,0.981078
4226,Easy-to-hard,6,2,3,Open,1.0
4227,Easy-to-hard,6,2,3,Conservative ,0.981182
4228,Easy-to-hard,6,2,4,Open,1.0
4229,Easy-to-hard,6,2,4,Conservative ,0.98002
4230,Easy-to-hard,6,2,5,Open,1.0
4231,Easy-to-hard,6,2,5,Conservative ,0.98
4232,Easy-to-hard,6,2,6,Open,1.0
4233,Easy-to-hard,6,2,6,Conservative ,0.982052
4234,Easy-to-hard,6,2,7,Open,1.0
4235,Easy-to-hard,6,2,7,Conservative ,0.980166
4236,Easy-to-hard,6,2,8,Open,1.0
4237,Easy-to-hard,6,2,8,Conservative ,0.981352
4238,Easy-to-hard,6,2,9,Open,1.0
4239,Easy-to-hard,6,2,9,Conservative ,0.9836360000000001
4240,Easy-to-hard,6,3,0,Open,1.0
4241,Easy-to-hard,6,3,0,Conservative ,0.980002
4242,Easy-to-hard,6,3,1,Open,1.0
4243,Easy-to-hard,6,3,1,Conservative ,0.9811920000000001
4244,Easy-to-hard,6,3,2,Open,1.0
4245,Easy-to-hard,6,3,2,Conservative ,0.98065
4246,Easy-to-hard,6,3,3,Open,1.0
4247,Easy-to-hard,6,3,3,Conservative ,0.983322
4248,Easy-to-hard,6,3,4,Open,1.0
4249,Easy-to-hard,6,3,4,Conservative ,0.98016
4250,Easy-to-hard,6,3,5,Open,1.0
4251,Easy-to-hard,6,3,5,Conservative ,0.9801439999999999
4252,Easy-to-hard,6,3,6,Open,1.0
4253,Easy-to-hard,6,3,6,Conservative ,0.980188
4254,Easy-to-hard,6,3,7,Open,1.0
4255,Easy-to-hard,6,3,7,Conservative ,0.9801059999999999
4256,Easy-to-hard,6,3,8,Open,1.0
4257,Easy-to-hard,6,3,8,Conservative ,0.9903
4258,Easy-to-hard,6,3,9,Open,1.0
4259,Easy-to-hard,6,3,9,Conservative ,0.980274
4260,Easy-to-hard,6,4,0,Open,1.0
4261,Easy-to-hard,6,4,0,Conservative ,0.980002
4262,Easy-to-hard,6,4,1,Open,1.0
4263,Easy-to-hard,6,4,1,Conservative ,0.980088
4264,Easy-to-hard,6,4,2,Open,1.0
4265,Easy-to-hard,6,4,2,Conservative ,0.980002
4266,Easy-to-hard,6,4,3,Open,1.0
4267,Easy-to-hard,6,4,3,Conservative ,0.983494
4268,Easy-to-hard,6,4,4,Open,1.0
4269,Easy-to-hard,6,4,4,Conservative ,0.9804
4270,Easy-to-hard,6,4,5,Open,1.0
4271,Easy-to-hard,6,4,5,Conservative ,0.9800920000000001
4272,Easy-to-hard,6,4,6,Open,1.0
4273,Easy-to-hard,6,4,6,Conservative ,0.982064
4274,Easy-to-hard,6,4,7,Open,1.0
4275,Easy-to-hard,6,4,7,Conservative ,0.984912
4276,Easy-to-hard,6,4,8,Open,1.0
4277,Easy-to-hard,6,4,8,Conservative ,0.981066
4278,Easy-to-hard,6,4,9,Open,1.0
4279,Easy-to-hard,6,4,9,Conservative ,0.980232
4280,Easy-to-hard,6,5,0,Open,1.0
4281,Easy-to-hard,6,5,0,Conservative ,0.980014
4282,Easy-to-hard,6,5,1,Open,1.0
4283,Easy-to-hard,6,5,1,Conservative ,0.98775
4284,Easy-to-hard,6,5,2,Open,1.0
4285,Easy-to-hard,6,5,2,Conservative ,0.9882259999999999
4286,Easy-to-hard,6,5,3,Open,1.0
4287,Easy-to-hard,6,5,3,Conservative ,0.9894339999999999
4288,Easy-to-hard,6,5,4,Open,1.0
4289,Easy-to-hard,6,5,4,Conservative ,0.980012
4290,Easy-to-hard,6,5,5,Open,1.0
4291,Easy-to-hard,6,5,5,Conservative ,0.980006
4292,Easy-to-hard,6,5,6,Open,1.0
4293,Easy-to-hard,6,5,6,Conservative ,0.980348
4294,Easy-to-hard,6,5,7,Open,1.0
4295,Easy-to-hard,6,5,7,Conservative ,0.982326
4296,Easy-to-hard,6,5,8,Open,1.0
4297,Easy-to-hard,6,5,8,Conservative ,0.98
4298,Easy-to-hard,6,5,9,Open,1.0
4299,Easy-to-hard,6,5,9,Conservative ,0.986298
4300,Easy-to-hard,6,6,0,Open,1.0
4301,Easy-to-hard,6,6,0,Conservative ,0.9800180000000001
4302,Easy-to-hard,6,6,1,Open,1.0
4303,Easy-to-hard,6,6,1,Conservative ,0.980992
4304,Easy-to-hard,6,6,2,Open,1.0
4305,Easy-to-hard,6,6,2,Conservative ,0.980826
4306,Easy-to-hard,6,6,3,Open,1.0
4307,Easy-to-hard,6,6,3,Conservative ,0.980304
4308,Easy-to-hard,6,6,4,Open,1.0
4309,Easy-to-hard,6,6,4,Conservative ,0.98088
4310,Easy-to-hard,6,6,5,Open,1.0
4311,Easy-to-hard,6,6,5,Conservative ,0.980598
4312,Easy-to-hard,6,6,6,Open,1.0
4313,Easy-to-hard,6,6,6,Conservative ,0.993552
4314,Easy-to-hard,6,6,7,Open,1.0
4315,Easy-to-hard,6,6,7,Conservative ,0.9892799999999999
4316,Easy-to-hard,6,6,8,Open,1.0
4317,Easy-to-hard,6,6,8,Conservative ,0.98
4318,Easy-to-hard,6,6,9,Open,1.0
4319,Easy-to-hard,6,6,9,Conservative ,0.9877360000000001
4320,Easy-to-hard,6,7,0,Open,0.9988999999999995
4321,Easy-to-hard,6,7,0,Conservative ,0.9791059999999995
4322,Easy-to-hard,6,7,1,Open,1.0
4323,Easy-to-hard,6,7,1,Conservative ,0.98008
4324,Easy-to-hard,6,7,2,Open,1.0
4325,Easy-to-hard,6,7,2,Conservative ,0.980858
4326,Easy-to-hard,6,7,3,Open,1.0
4327,Easy-to-hard,6,7,3,Conservative ,0.980076
4328,Easy-to-hard,6,7,4,Open,1.0
4329,Easy-to-hard,6,7,4,Conservative ,0.9801439999999999
4330,Easy-to-hard,6,7,5,Open,1.0
4331,Easy-to-hard,6,7,5,Conservative ,0.9801860000000001
4332,Easy-to-hard,6,7,6,Open,1.0
4333,Easy-to-hard,6,7,6,Conservative ,0.98138
4334,Easy-to-hard,6,7,7,Open,1.0
4335,Easy-to-hard,6,7,7,Conservative ,0.98
4336,Easy-to-hard,6,7,8,Open,1.0
4337,Easy-to-hard,6,7,8,Conservative ,0.98
4338,Easy-to-hard,6,7,9,Open,1.0
4339,Easy-to-hard,6,7,9,Conservative ,0.9970140000000001
4340,Easy-to-hard,6,8,0,Open,1.0
4341,Easy-to-hard,6,8,0,Conservative ,0.980002
4342,Easy-to-hard,6,8,1,Open,0.9996999999999993
4343,Easy-to-hard,6,8,1,Conservative ,0.9803119999999993
4344,Easy-to-hard,6,8,2,Open,0.8562139999999998
4345,Easy-to-hard,6,8,2,Conservative ,0.8270520000000006
4346,Easy-to-hard,6,8,3,Open,1.0
4347,Easy-to-hard,6,8,3,Conservative ,0.9899479999999999
4348,Easy-to-hard,6,8,4,Open,1.0
4349,Easy-to-hard,6,8,4,Conservative ,0.98
4350,Easy-to-hard,6,8,5,Open,0.9996999999999993
4351,Easy-to-hard,6,8,5,Conservative ,0.9797419999999994
4352,Easy-to-hard,6,8,6,Open,0.6070380000000001
4353,Easy-to-hard,6,8,6,Conservative ,0.34806
4354,Easy-to-hard,6,8,7,Open,1.0
4355,Easy-to-hard,6,8,7,Conservative ,0.980002
4356,Easy-to-hard,6,8,8,Open,0.9996999999999993
4357,Easy-to-hard,6,8,8,Conservative ,0.9797059999999993
4358,Easy-to-hard,6,8,9,Open,1.0
4359,Easy-to-hard,6,8,9,Conservative ,0.9799759999999993
4360,Easy-to-hard,6,9,0,Open,0.6804880000000003
4361,Easy-to-hard,6,9,0,Conservative ,0.434712
4362,Easy-to-hard,6,9,1,Open,1.0
4363,Easy-to-hard,6,9,1,Conservative ,0.9831359999999999
4364,Easy-to-hard,6,9,2,Open,1.0
4365,Easy-to-hard,6,9,2,Conservative ,0.9802519999999998
4366,Easy-to-hard,6,9,3,Open,0.9998999999999989
4367,Easy-to-hard,6,9,3,Conservative ,0.979503999999999
4368,Easy-to-hard,6,9,4,Open,0.940846
4369,Easy-to-hard,6,9,4,Conservative ,0.8451040000000002
4370,Easy-to-hard,6,9,5,Open,0.8655520000000001
4371,Easy-to-hard,6,9,5,Conservative ,0.8088900000000001
4372,Easy-to-hard,6,9,6,Open,0.9996999999999993
4373,Easy-to-hard,6,9,6,Conservative ,0.9797199999999994
4374,Easy-to-hard,6,9,7,Open,1.0
4375,Easy-to-hard,6,9,7,Conservative ,0.980088
4376,Easy-to-hard,6,9,8,Open,0.9996999999999993
4377,Easy-to-hard,6,9,8,Conservative ,0.9869619999999993
4378,Easy-to-hard,6,9,9,Open,0.9998999999999989
4379,Easy-to-hard,6,9,9,Conservative ,0.9798879999999991
4380,Easy-to-hard,6,10,0,Open,1.0
4381,Easy-to-hard,6,10,0,Conservative ,0.9483499999999995
4382,Easy-to-hard,6,10,1,Open,0.7267960000000001
4383,Easy-to-hard,6,10,1,Conservative ,0.6372040000000001
4384,Easy-to-hard,6,10,2,Open,0.9998999999999989
4385,Easy-to-hard,6,10,2,Conservative ,0.9778719999999994
4386,Easy-to-hard,6,10,3,Open,1.0
4387,Easy-to-hard,6,10,3,Conservative ,0.9776799999999998
4388,Easy-to-hard,6,10,4,Open,1.0
4389,Easy-to-hard,6,10,4,Conservative ,0.9799199999999996
4390,Easy-to-hard,6,10,5,Open,1.0
4391,Easy-to-hard,6,10,5,Conservative ,0.964576
4392,Easy-to-hard,6,10,6,Open,1.0
4393,Easy-to-hard,6,10,6,Conservative ,0.9976759999999999
4394,Easy-to-hard,6,10,7,Open,1.0
4395,Easy-to-hard,6,10,7,Conservative ,0.9849679999999996
4396,Easy-to-hard,6,10,8,Open,0.4982120000000002
4397,Easy-to-hard,6,10,8,Conservative ,0.47299400000000014
4398,Easy-to-hard,6,10,9,Open,1.0
4399,Easy-to-hard,6,10,9,Conservative ,0.9799419999999998
4400,Easy-to-hard,6,11,0,Open,1.0
4401,Easy-to-hard,6,11,0,Conservative ,0.6291359999999997
4402,Easy-to-hard,6,11,1,Open,1.0
4403,Easy-to-hard,6,11,1,Conservative ,0.923994
4404,Easy-to-hard,6,11,2,Open,0.8997459999999995
4405,Easy-to-hard,6,11,2,Conservative ,0.5776500000000003
4406,Easy-to-hard,6,11,3,Open,0.8639460000000002
4407,Easy-to-hard,6,11,3,Conservative ,0.697416
4408,Easy-to-hard,6,11,4,Open,0.8019540000000001
4409,Easy-to-hard,6,11,4,Conservative ,0.67019
4410,Easy-to-hard,6,11,5,Open,1.0
4411,Easy-to-hard,6,11,5,Conservative ,0.9794960000000004
4412,Easy-to-hard,6,11,6,Open,1.0
4413,Easy-to-hard,6,11,6,Conservative ,0.7987859999999999
4414,Easy-to-hard,6,11,7,Open,1.0
4415,Easy-to-hard,6,11,7,Conservative ,0.668428
4416,Easy-to-hard,6,11,8,Open,0.9994999999999995
4417,Easy-to-hard,6,11,8,Conservative ,0.9790899999999999
4418,Easy-to-hard,6,11,9,Open,1.0
4419,Easy-to-hard,6,11,9,Conservative ,0.9073259999999999
4420,Easy-to-hard,6,12,0,Open,1.0
4421,Easy-to-hard,6,12,0,Conservative ,0.5651140000000001
4422,Easy-to-hard,6,12,1,Open,1.0
4423,Easy-to-hard,6,12,1,Conservative ,0.9316900000000001
4424,Easy-to-hard,6,12,2,Open,1.0
4425,Easy-to-hard,6,12,2,Conservative ,0.625746
4426,Easy-to-hard,6,12,3,Open,1.0
4427,Easy-to-hard,6,12,3,Conservative ,0.7906179999999999
4428,Easy-to-hard,6,12,4,Open,0.4617739999999999
4429,Easy-to-hard,6,12,4,Conservative ,0.47708399999999995
4430,Easy-to-hard,6,12,5,Open,0.9996000000000008
4431,Easy-to-hard,6,12,5,Conservative ,0.6670800000000001
4432,Easy-to-hard,6,12,6,Open,1.0
4433,Easy-to-hard,6,12,6,Conservative ,0.7436940000000001
4434,Easy-to-hard,6,12,7,Open,1.0
4435,Easy-to-hard,6,12,7,Conservative ,0.5128539999999999
4436,Easy-to-hard,6,12,8,Open,0.9998999999999989
4437,Easy-to-hard,6,12,8,Conservative ,0.6502099999999998
4438,Easy-to-hard,6,12,9,Open,0.7542679999999997
4439,Easy-to-hard,6,12,9,Conservative ,0.552894
4440,Easy-to-hard,6,13,0,Open,1.0
4441,Easy-to-hard,6,13,0,Conservative ,0.5814919999999998
4442,Easy-to-hard,6,13,1,Open,1.0
4443,Easy-to-hard,6,13,1,Conservative ,0.779954
4444,Easy-to-hard,6,13,2,Open,1.0
4445,Easy-to-hard,6,13,2,Conservative ,0.611194
4446,Easy-to-hard,6,13,3,Open,0.7749879999999999
4447,Easy-to-hard,6,13,3,Conservative ,0.4780740000000002
4448,Easy-to-hard,6,13,4,Open,1.0
4449,Easy-to-hard,6,13,4,Conservative ,0.9716860000000009
4450,Easy-to-hard,6,13,5,Open,0.9996999999999993
4451,Easy-to-hard,6,13,5,Conservative ,0.9048119999999994
4452,Easy-to-hard,6,13,6,Open,1.0
4453,Easy-to-hard,6,13,6,Conservative ,0.8870720000000002
4454,Easy-to-hard,6,13,7,Open,0.9998999999999989
4455,Easy-to-hard,6,13,7,Conservative ,0.6979700000000001
4456,Easy-to-hard,6,13,8,Open,1.0
4457,Easy-to-hard,6,13,8,Conservative ,0.8418500000000003
4458,Easy-to-hard,6,13,9,Open,0.46422599999999986
4459,Easy-to-hard,6,13,9,Conservative ,0.47195799999999993
4460,Easy-to-hard,6,14,0,Open,1.0
4461,Easy-to-hard,6,14,0,Conservative ,0.763334
4462,Easy-to-hard,6,14,1,Open,0.770004
4463,Easy-to-hard,6,14,1,Conservative ,0.430916
4464,Easy-to-hard,6,14,2,Open,0.5900479999999999
4465,Easy-to-hard,6,14,2,Conservative ,0.425434
4466,Easy-to-hard,6,14,3,Open,1.0
4467,Easy-to-hard,6,14,3,Conservative ,0.8536000000000001
4468,Easy-to-hard,6,14,4,Open,1.0
4469,Easy-to-hard,6,14,4,Conservative ,0.859564
4470,Easy-to-hard,6,14,5,Open,1.0
4471,Easy-to-hard,6,14,5,Conservative ,0.710958
4472,Easy-to-hard,6,14,6,Open,0.4565820000000001
4473,Easy-to-hard,6,14,6,Conservative ,0.46253999999999995
4474,Easy-to-hard,6,14,7,Open,0.6261359999999999
4475,Easy-to-hard,6,14,7,Conservative ,0.4660799999999998
4476,Easy-to-hard,6,14,8,Open,1.0
4477,Easy-to-hard,6,14,8,Conservative ,0.6967960000000002
4478,Easy-to-hard,6,14,9,Open,0.8493439999999997
4479,Easy-to-hard,6,14,9,Conservative ,0.6693780000000001
4480,Easy-to-hard,7,1,0,Open,1.0
4481,Easy-to-hard,7,1,0,Conservative ,0.984254
4482,Easy-to-hard,7,1,1,Open,1.0
4483,Easy-to-hard,7,1,1,Conservative ,0.985906
4484,Easy-to-hard,7,1,2,Open,1.0
4485,Easy-to-hard,7,1,2,Conservative ,0.980368
4486,Easy-to-hard,7,1,3,Open,1.0
4487,Easy-to-hard,7,1,3,Conservative ,0.98006
4488,Easy-to-hard,7,1,4,Open,1.0
4489,Easy-to-hard,7,1,4,Conservative ,0.9883540000000001
4490,Easy-to-hard,7,1,5,Open,1.0
4491,Easy-to-hard,7,1,5,Conservative ,0.987286
4492,Easy-to-hard,7,1,6,Open,1.0
4493,Easy-to-hard,7,1,6,Conservative ,0.980032
4494,Easy-to-hard,7,1,7,Open,1.0
4495,Easy-to-hard,7,1,7,Conservative ,0.98
4496,Easy-to-hard,7,1,8,Open,1.0
4497,Easy-to-hard,7,1,8,Conservative ,0.98005
4498,Easy-to-hard,7,1,9,Open,1.0
4499,Easy-to-hard,7,1,9,Conservative ,0.981178
4500,Easy-to-hard,7,2,0,Open,1.0
4501,Easy-to-hard,7,2,0,Conservative ,0.980314
4502,Easy-to-hard,7,2,1,Open,1.0
4503,Easy-to-hard,7,2,1,Conservative ,0.981434
4504,Easy-to-hard,7,2,2,Open,1.0
4505,Easy-to-hard,7,2,2,Conservative ,0.980074
4506,Easy-to-hard,7,2,3,Open,1.0
4507,Easy-to-hard,7,2,3,Conservative ,0.9801059999999999
4508,Easy-to-hard,7,2,4,Open,1.0
4509,Easy-to-hard,7,2,4,Conservative ,0.980002
4510,Easy-to-hard,7,2,5,Open,1.0
4511,Easy-to-hard,7,2,5,Conservative ,0.9959260000000001
4512,Easy-to-hard,7,2,6,Open,1.0
4513,Easy-to-hard,7,2,6,Conservative ,0.9801519999999999
4514,Easy-to-hard,7,2,7,Open,1.0
4515,Easy-to-hard,7,2,7,Conservative ,0.980074
4516,Easy-to-hard,7,2,8,Open,1.0
4517,Easy-to-hard,7,2,8,Conservative ,0.9800679999999999
4518,Easy-to-hard,7,2,9,Open,1.0
4519,Easy-to-hard,7,2,9,Conservative ,0.98048
4520,Easy-to-hard,7,3,0,Open,1.0
4521,Easy-to-hard,7,3,0,Conservative ,0.985078
4522,Easy-to-hard,7,3,1,Open,1.0
4523,Easy-to-hard,7,3,1,Conservative ,0.9800660000000001
4524,Easy-to-hard,7,3,2,Open,1.0
4525,Easy-to-hard,7,3,2,Conservative ,0.9801300000000001
4526,Easy-to-hard,7,3,3,Open,1.0
4527,Easy-to-hard,7,3,3,Conservative ,0.995568
4528,Easy-to-hard,7,3,4,Open,1.0
4529,Easy-to-hard,7,3,4,Conservative ,0.980094
4530,Easy-to-hard,7,3,5,Open,1.0
4531,Easy-to-hard,7,3,5,Conservative ,0.9803440000000001
4532,Easy-to-hard,7,3,6,Open,1.0
4533,Easy-to-hard,7,3,6,Conservative ,0.980048
4534,Easy-to-hard,7,3,7,Open,1.0
4535,Easy-to-hard,7,3,7,Conservative ,0.9813120000000001
4536,Easy-to-hard,7,3,8,Open,1.0
4537,Easy-to-hard,7,3,8,Conservative ,0.999964
4538,Easy-to-hard,7,3,9,Open,1.0
4539,Easy-to-hard,7,3,9,Conservative ,0.980318
4540,Easy-to-hard,7,4,0,Open,1.0
4541,Easy-to-hard,7,4,0,Conservative ,0.9801479999999999
4542,Easy-to-hard,7,4,1,Open,1.0
4543,Easy-to-hard,7,4,1,Conservative ,0.984556
4544,Easy-to-hard,7,4,2,Open,1.0
4545,Easy-to-hard,7,4,2,Conservative ,0.980168
4546,Easy-to-hard,7,4,3,Open,1.0
4547,Easy-to-hard,7,4,3,Conservative ,0.980052
4548,Easy-to-hard,7,4,4,Open,1.0
4549,Easy-to-hard,7,4,4,Conservative ,0.980032
4550,Easy-to-hard,7,4,5,Open,1.0
4551,Easy-to-hard,7,4,5,Conservative ,0.9800719999999999
4552,Easy-to-hard,7,4,6,Open,1.0
4553,Easy-to-hard,7,4,6,Conservative ,0.98016
4554,Easy-to-hard,7,4,7,Open,1.0
4555,Easy-to-hard,7,4,7,Conservative ,0.980002
4556,Easy-to-hard,7,4,8,Open,1.0
4557,Easy-to-hard,7,4,8,Conservative ,0.980088
4558,Easy-to-hard,7,4,9,Open,1.0
4559,Easy-to-hard,7,4,9,Conservative ,0.994252
4560,Easy-to-hard,7,5,0,Open,1.0
4561,Easy-to-hard,7,5,0,Conservative ,0.992548
4562,Easy-to-hard,7,5,1,Open,1.0
4563,Easy-to-hard,7,5,1,Conservative ,0.98187
4564,Easy-to-hard,7,5,2,Open,1.0
4565,Easy-to-hard,7,5,2,Conservative ,0.980004
4566,Easy-to-hard,7,5,3,Open,1.0
4567,Easy-to-hard,7,5,3,Conservative ,0.98016
4568,Easy-to-hard,7,5,4,Open,1.0
4569,Easy-to-hard,7,5,4,Conservative ,0.9944679999999999
4570,Easy-to-hard,7,5,5,Open,1.0
4571,Easy-to-hard,7,5,5,Conservative ,0.98006
4572,Easy-to-hard,7,5,6,Open,1.0
4573,Easy-to-hard,7,5,6,Conservative ,0.980166
4574,Easy-to-hard,7,5,7,Open,1.0
4575,Easy-to-hard,7,5,7,Conservative ,0.98045
4576,Easy-to-hard,7,5,8,Open,1.0
4577,Easy-to-hard,7,5,8,Conservative ,0.9800719999999999
4578,Easy-to-hard,7,5,9,Open,1.0
4579,Easy-to-hard,7,5,9,Conservative ,0.980054
4580,Easy-to-hard,7,6,0,Open,1.0
4581,Easy-to-hard,7,6,0,Conservative ,0.980136
4582,Easy-to-hard,7,6,1,Open,0.669392
4583,Easy-to-hard,7,6,1,Conservative ,0.4544480000000001
4584,Easy-to-hard,7,6,2,Open,1.0
4585,Easy-to-hard,7,6,2,Conservative ,0.980514
4586,Easy-to-hard,7,6,3,Open,1.0
4587,Easy-to-hard,7,6,3,Conservative ,0.996384
4588,Easy-to-hard,7,6,4,Open,1.0
4589,Easy-to-hard,7,6,4,Conservative ,0.98
4590,Easy-to-hard,7,6,5,Open,1.0
4591,Easy-to-hard,7,6,5,Conservative ,0.98224
4592,Easy-to-hard,7,6,6,Open,1.0
4593,Easy-to-hard,7,6,6,Conservative ,0.980122
4594,Easy-to-hard,7,6,7,Open,1.0
4595,Easy-to-hard,7,6,7,Conservative ,0.9802460000000001
4596,Easy-to-hard,7,6,8,Open,1.0
4597,Easy-to-hard,7,6,8,Conservative ,0.981422
4598,Easy-to-hard,7,6,9,Open,1.0
4599,Easy-to-hard,7,6,9,Conservative ,0.980112
4600,Easy-to-hard,7,7,0,Open,0.8721979999999998
4601,Easy-to-hard,7,7,0,Conservative ,0.7832080000000002
4602,Easy-to-hard,7,7,1,Open,0.8614419999999999
4603,Easy-to-hard,7,7,1,Conservative ,0.8284179999999999
4604,Easy-to-hard,7,7,2,Open,0.8671159999999997
4605,Easy-to-hard,7,7,2,Conservative ,0.91227
4606,Easy-to-hard,7,7,3,Open,1.0
4607,Easy-to-hard,7,7,3,Conservative ,0.980036
4608,Easy-to-hard,7,7,4,Open,1.0
4609,Easy-to-hard,7,7,4,Conservative ,0.980676
4610,Easy-to-hard,7,7,5,Open,0.9988999999999995
4611,Easy-to-hard,7,7,5,Conservative ,0.9789219999999994
4612,Easy-to-hard,7,7,6,Open,1.0
4613,Easy-to-hard,7,7,6,Conservative ,0.980002
4614,Easy-to-hard,7,7,7,Open,1.0
4615,Easy-to-hard,7,7,7,Conservative ,0.980294
4616,Easy-to-hard,7,7,8,Open,1.0
4617,Easy-to-hard,7,7,8,Conservative ,0.9820740000000001
4618,Easy-to-hard,7,7,9,Open,1.0
4619,Easy-to-hard,7,7,9,Conservative ,0.981032
4620,Easy-to-hard,7,8,0,Open,1.0
4621,Easy-to-hard,7,8,0,Conservative ,0.989506
4622,Easy-to-hard,7,8,1,Open,1.0
4623,Easy-to-hard,7,8,1,Conservative ,0.9801099999999999
4624,Easy-to-hard,7,8,2,Open,0.9996999999999993
4625,Easy-to-hard,7,8,2,Conservative ,0.9797059999999993
4626,Easy-to-hard,7,8,3,Open,1.0
4627,Easy-to-hard,7,8,3,Conservative ,0.980128
4628,Easy-to-hard,7,8,4,Open,1.0
4629,Easy-to-hard,7,8,4,Conservative ,0.98001
4630,Easy-to-hard,7,8,5,Open,0.9996999999999993
4631,Easy-to-hard,7,8,5,Conservative ,0.9798159999999992
4632,Easy-to-hard,7,8,6,Open,1.0
4633,Easy-to-hard,7,8,6,Conservative ,0.980196
4634,Easy-to-hard,7,8,7,Open,1.0
4635,Easy-to-hard,7,8,7,Conservative ,0.980038
4636,Easy-to-hard,7,8,8,Open,1.0
4637,Easy-to-hard,7,8,8,Conservative ,0.981234
4638,Easy-to-hard,7,8,9,Open,1.0
4639,Easy-to-hard,7,8,9,Conservative ,0.9804559999999999
